,co2,temp,humidity,pressure,gas_resistance,pm1_0,pm2_5,pm4_0,pm10_0,pnc_0_5,pnc_1_0,pnc_2_5,pnc_4_0,pnc_10_0,tps,
[2026-05-06 16:10:16.226] ,418,28.39,28.34,100540.3,280164.16,31.43,33.84,34.34,34.6,219.04,249.29,250.73,250.86,250.9,0.49,
[2026-05-06 16:10:21.245] ,419,28.38,28.34,100539.49,282716.72,31.43,33.85,34.36,34.63,219.01,249.28,250.73,250.86,250.9,0.48,
[2026-05-06 16:10:26.257] ,418,28.38,28.37,100540.45,282015.97,31.12,33.54,34.05,34.32,216.85,246.84,248.29,248.43,248.47,0.49,
[2026-05-06 16:10:31.277] ,417,28.37,28.37,100538.9,281087.03,32.05,34.58,35.15,35.45,223.21,254.15,255.69,255.83,255.87,0.49,
[2026-05-06 16:10:36.286] ,417,28.36,28.29,100537.97,281550.72,32.51,35.11,35.72,36.03,226.33,257.76,259.34,259.5,259.54,0.49,
[2026-05-06 16:10:41.302] ,418,28.34,28.25,100539.3,283185.84,33.19,35.92,36.6,36.96,230.9,263.09,264.78,264.95,264.99,0.5,
[2026-05-06 16:10:46.319] ,416,28.33,28.2,100539.42,282482.75,33.45,36.25,36.98,37.36,232.58,265.09,266.84,267.01,267.06,0.49,
[2026-05-06 16:10:51.336] ,415,28.33,28.19,100539.51,282951.09,33.46,36.26,36.99,37.37,232.63,265.15,266.89,267.07,267.11,0.49,
[2026-05-06 16:10:56.348] ,413,28.32,28.17,100539.7,283420.97,33.65,36.49,37.24,37.63,233.88,266.61,268.38,268.56,268.61,0.5,
[2026-05-06 16:11:01.363] ,413,28.32,28.16,100540.11,284840.06,34.11,36.99,37.75,38.14,237.08,270.26,272.06,272.24,272.28,0.49,
[2026-05-06 16:11:06.379] ,413,28.33,28.16,100539.51,282015.97,33.72,36.56,37.31,37.69,234.38,267.17,268.95,269.13,269.17,0.49,
[2026-05-06 16:11:11.395] ,416,28.33,28.15,100538.83,281783.16,33.87,36.71,37.45,37.84,235.5,268.43,270.2,270.38,270.42,0.49,
[2026-05-06 16:11:16.406] ,418,28.33,28.15,100540.4,282015.97,33.97,36.85,37.61,38.01,236.1,269.16,270.96,271.14,271.19,0.5,
[2026-05-06 16:11:21.421] ,416,28.34,28.15,100539.89,283420.97,33.86,36.73,37.48,37.88,235.36,268.31,270.1,270.28,270.32,0.5,
[2026-05-06 16:11:26.431] ,415,28.34,28.08,100539.17,280624.84,34.19,37.17,38.01,38.44,237.47,270.86,272.74,272.94,272.98,0.51,
[2026-05-06 16:11:31.446] ,417,28.33,27.98,100539.91,281318.69,33.34,36.27,37.1,37.54,231.49,264.07,265.93,266.13,266.17,0.5,
[2026-05-06 16:11:36.466] ,415,28.32,27.98,100538.43,282482.75,32.71,35.56,36.37,36.79,227.12,259.07,260.88,261.07,261.11,0.5,
[2026-05-06 16:11:41.476] ,415,28.32,28.06,100538.75,281318.69,32.78,35.66,36.48,36.91,227.63,259.67,261.5,261.69,261.73,0.5,
[2026-05-06 16:11:46.496] ,415,28.34,28.13,100539.49,281783.16,32.34,35.17,35.98,36.4,224.57,256.17,257.96,258.15,258.2,0.49,
[2026-05-06 16:11:51.501] ,414,28.34,28.14,100539.12,281087.03,33.37,36.23,37.01,37.42,231.85,264.37,266.17,266.36,266.4,0.48,
[2026-05-06 16:11:56.516] ,412,28.34,28.15,100539.05,281087.03,34.4,37.35,38.15,38.57,239,272.52,274.38,274.57,274.61,0.5,
[2026-05-06 16:12:01.539] ,411,28.34,28.11,100539.56,281318.69,35.03,38.02,38.82,39.24,243.47,277.59,279.46,279.65,279.69,0.49,
[2026-05-06 16:12:06.550] ,410,28.35,28.15,100538.73,280164.16,35.34,38.39,39.23,39.66,245.49,279.96,281.88,282.08,282.13,0.49,
[2026-05-06 16:12:11.566] ,410,28.34,28.15,100539.17,280855.72,34.8,37.85,38.71,39.16,241.64,275.64,277.57,277.78,277.83,0.49,
[2026-05-06 16:12:16.574] ,409,28.32,28.16,100539.59,281550.72,33.58,36.54,37.4,37.84,233.14,265.98,267.86,268.06,268.11,0.5,
[2026-05-06 16:12:21.595] ,409,28.32,28.12,100540.24,282015.97,32.93,35.92,36.84,37.31,228.36,260.68,262.61,262.82,262.87,0.5,
[2026-05-06 16:12:26.605] ,408,28.32,28.12,100538.29,281550.72,32.4,35.34,36.24,36.71,224.67,256.47,258.37,258.58,258.63,0.51,
[2026-05-06 16:12:31.618] ,410,28.33,28.12,100538.26,282951.09,32.37,35.36,36.3,36.79,224.37,256.2,258.15,258.36,258.4,0.52,
[2026-05-06 16:12:36.630] ,412,28.34,28.09,100539.03,281783.16,32.86,35.91,36.87,37.37,227.77,260.1,262.08,262.3,262.34,0.51,
[2026-05-06 16:12:41.645] ,414,28.35,28.06,100539.68,282482.75,32.75,35.8,36.77,37.28,226.93,259.17,261.16,261.38,261.43,0.5,
[2026-05-06 16:12:46.665] ,413,28.35,28.03,100539.59,283892.44,32.77,35.87,36.88,37.4,227.01,259.34,261.37,261.6,261.64,0.5,
[2026-05-06 16:12:51.677] ,413,28.36,28.05,100539.98,282015.97,32.21,35.25,36.23,36.74,223.16,254.92,256.91,257.13,257.17,0.5,
[2026-05-06 16:12:56.695] ,412,28.37,28.05,100539.27,281550.72,31.67,34.59,35.49,35.97,219.56,250.7,252.59,252.79,252.84,0.49,
[2026-05-06 16:13:01.704] ,413,28.37,28.04,100540.09,282015.97,31.31,34.19,35.08,35.55,217.1,247.87,249.74,249.94,249.98,0.51,
[2026-05-06 16:13:06.720] ,414,28.36,27.99,100539.85,283892.44,31.21,34.15,35.1,35.59,216.24,247.01,248.93,249.15,249.19,0.51,
[2026-05-06 16:13:11.738] ,414,28.36,27.98,100539.29,281550.72,30.95,33.95,34.95,35.48,214.22,244.84,246.82,247.04,247.09,0.53,
[2026-05-06 16:13:16.751] ,414,28.37,28,100538.68,282716.72,30.74,33.75,34.78,35.32,212.69,243.15,245.15,245.37,245.42,0.51,
[2026-05-06 16:13:21.768] ,414,28.37,28,100538.51,282015.97,30.59,33.57,34.58,35.11,211.71,242,243.97,244.19,244.24,0.51,
[2026-05-06 16:13:26.781] ,413,28.36,27.93,100539.99,281783.16,30.84,33.81,34.81,35.32,213.48,243.98,245.94,246.16,246.2,0.5,
[2026-05-06 16:13:31.793] ,410,28.36,27.96,100540.07,282015.97,30.34,33.21,34.14,34.63,210.16,240.09,241.97,242.18,242.22,0.48,
[2026-05-06 16:13:36.815] ,408,28.36,27.97,100539.45,284128.75,29.51,32.24,33.09,33.54,204.59,233.62,235.38,235.58,235.62,0.49,
[2026-05-06 16:13:41.828] ,407,28.36,28,100539.57,283892.44,29.42,32.2,33.1,33.58,203.75,232.77,234.59,234.79,234.84,0.5,
[2026-05-06 16:13:46.841] ,407,28.36,28.02,100539.49,284128.75,29.61,32.47,33.43,33.93,204.93,234.22,236.11,236.32,236.37,0.49,
[2026-05-06 16:13:51.854] ,409,28.36,28.05,100539.81,282951.09,30.18,33.06,34.02,34.51,208.95,238.76,240.65,240.87,240.91,0.48,
[2026-05-06 16:13:56.865] ,408,28.36,28.05,100540.26,282716.72,30.65,33.5,34.4,34.87,212.42,242.6,244.45,244.65,244.7,0.47,
[2026-05-06 16:14:01.885] ,408,28.35,28.03,100540.14,283656.5,30.4,33.19,34.05,34.49,210.77,240.64,242.44,242.64,242.68,0.49,
[2026-05-06 16:14:06.900] ,407,28.34,28.03,100539.88,284840.06,29.65,32.34,33.15,33.57,205.66,234.76,236.49,236.67,236.71,0.49,
[2026-05-06 16:14:11.905] ,406,28.35,28.05,100539.34,285077.94,29.36,31.99,32.76,33.17,203.69,232.45,234.14,234.32,234.36,0.5,
[2026-05-06 16:14:16.925] ,406,28.36,28.07,100539.34,281783.16,29.21,31.81,32.57,32.96,202.76,231.35,233.01,233.19,233.23,0.5,
[2026-05-06 16:14:21.942] ,405,28.37,28.08,100540.31,282015.97,28.76,31.29,32.01,32.38,199.67,227.78,229.38,229.55,229.59,0.5,
[2026-05-06 16:14:26.955] ,407,28.37,28.07,100540.19,282482.75,28.07,30.5,31.17,31.52,194.95,222.33,223.87,224.03,224.06,0.5,
[2026-05-06 16:14:31.968] ,407,28.37,28.07,100541.38,282015.97,27.56,29.94,30.6,30.94,191.4,218.28,219.79,219.94,219.98,0.5,
[2026-05-06 16:14:36.978] ,408,28.37,28.05,100540.12,283892.44,27.06,29.39,30.03,30.37,187.99,214.38,215.85,216,216.04,0.49,
[2026-05-06 16:14:41.989] ,409,28.36,28.05,100539.05,284128.75,26.78,29.09,29.73,30.06,186,212.11,213.57,213.72,213.76,0.49,
[2026-05-06 16:14:47.006] ,410,28.36,28.08,100540.24,281087.03,27.2,29.53,30.17,30.5,189.02,215.53,216.99,217.15,217.18,0.49,
[2026-05-06 16:14:52.025] ,410,28.36,28.12,100539.02,282951.09,28.07,30.49,31.15,31.49,195.04,222.41,223.93,224.09,224.12,0.49,
[2026-05-06 16:14:57.042] ,408,28.37,28.13,100538.69,282249.19,28.05,30.44,31.08,31.41,194.93,222.24,223.74,223.89,223.93,0.48,
[2026-05-06 16:15:02.055] ,407,28.37,28.1,100541.06,282951.09,28.04,30.36,30.94,31.25,195.03,222.24,223.67,223.82,223.85,0.47,
[2026-05-06 16:15:07.067] ,407,28.37,28.06,100539.99,282482.75,28.27,30.57,31.12,31.41,196.75,224.13,225.54,225.68,225.71,0.48,
[2026-05-06 16:15:12.078] ,408,28.37,27.98,100540.05,282716.72,27.97,30.23,30.76,31.04,194.71,221.78,223.15,223.29,223.32,0.49,
[2026-05-06 16:15:17.101] ,408,28.38,27.97,100539.94,283656.5,27.41,29.58,30.07,30.33,190.86,217.34,218.65,218.78,218.81,0.47,
[2026-05-06 16:15:22.117] ,410,28.38,27.99,100538.77,281550.72,26.75,28.84,29.3,29.54,186.37,212.17,213.43,213.55,213.58,0.47,
[2026-05-06 16:15:27.122] ,410,28.39,28.01,100539.99,282015.97,27.78,29.93,30.39,30.62,193.56,220.32,221.61,221.73,221.76,0.49,
[2026-05-06 16:15:32.137] ,412,28.4,28.04,100539.99,281087.03,28.5,30.71,31.18,31.43,198.61,226.07,227.39,227.52,227.55,0.48,
[2026-05-06 16:15:37.155] ,412,28.4,28.01,100540.16,283185.84,29.03,31.25,31.71,31.94,202.32,230.26,231.58,231.7,231.74,0.48,
[2026-05-06 16:15:42.173] ,410,28.39,27.98,100539.12,284128.75,29.5,31.73,32.18,32.41,205.66,234.01,235.34,235.46,235.49,0.48,
[2026-05-06 16:15:47.187] ,410,28.38,27.97,100540.82,283185.84,29.18,31.37,31.8,32.02,203.5,231.53,232.82,232.94,232.97,0.47,
[2026-05-06 16:15:52.202] ,409,28.38,27.96,100538.41,282951.09,28.83,30.99,31.41,31.63,201.06,228.75,230.02,230.14,230.17,0.48,
[2026-05-06 16:15:57.216] ,410,28.4,27.96,100539.12,282482.75,28.46,30.6,31.01,31.23,198.47,225.8,227.06,227.18,227.21,0.48,
[2026-05-06 16:16:02.222] ,412,28.4,27.94,100539.72,282716.72,27.89,29.96,30.35,30.55,194.58,221.33,222.54,222.65,222.68,0.47,
[2026-05-06 16:16:07.236] ,413,28.4,27.96,100539.26,282015.97,27.28,29.28,29.63,29.82,190.39,216.51,217.67,217.78,217.81,0.47,
[2026-05-06 16:16:12.255] ,412,28.39,28,100538.65,282482.75,26.51,28.43,28.76,28.93,185,210.37,211.48,211.58,211.6,0.48,
[2026-05-06 16:16:17.270] ,408,28.38,27.99,100538.14,284602.56,26.61,28.55,28.89,29.07,185.73,211.21,212.33,212.43,212.46,0.48,
[2026-05-06 16:16:22.285] ,406,28.36,28.01,100538.95,284602.56,26.76,28.72,29.06,29.24,186.76,212.39,213.52,213.63,213.65,0.49,
[2026-05-06 16:16:27.305] ,408,28.37,28.01,100539.81,283185.84,26.85,28.81,29.15,29.33,187.4,213.11,214.25,214.35,214.38,0.48,
[2026-05-06 16:16:32.315] ,406,28.37,28,100538.87,283420.97,26.53,28.45,28.78,28.95,185.2,210.59,211.7,211.8,211.82,0.48,
[2026-05-06 16:16:37.326] ,406,28.36,28.01,100538.18,285554.94,26.3,28.19,28.5,28.66,183.59,208.73,209.82,209.92,209.94,0.49,
[2026-05-06 16:16:42.340] ,406,28.37,27.99,100537.98,285316.25,26.45,28.37,28.7,28.88,184.62,209.93,211.05,211.15,211.17,0.49,
[2026-05-06 16:16:47.362] ,405,28.37,27.99,100538.29,283185.84,26.68,28.65,29.01,29.2,186.17,211.75,212.9,213,213.03,0.5,
[2026-05-06 16:16:52.376] ,405,28.36,27.98,100538.01,285554.94,26.44,28.4,28.77,28.95,184.46,209.82,210.96,211.07,211.1,0.49,
[2026-05-06 16:16:57.390] ,407,28.36,27.98,100538.03,284365.47,26.27,28.23,28.6,28.79,183.22,208.43,209.58,209.68,209.71,0.49,
[2026-05-06 16:17:02.395] ,409,28.38,27.99,100537.85,285794.03,25.71,27.65,28.03,28.23,179.23,203.93,205.08,205.18,205.21,0.49,
[2026-05-06 16:17:07.411] ,408,28.37,27.99,100539.09,285077.94,25.32,27.23,27.6,27.8,176.54,200.86,201.99,202.09,202.12,0.48,
[2026-05-06 16:17:12.426] ,408,28.39,27.99,100538.95,283185.84,24.98,26.86,27.22,27.42,174.18,198.18,199.28,199.39,199.41,0.48,
[2026-05-06 16:17:17.445] ,409,28.4,27.97,100539.53,283656.5,24.33,26.14,26.48,26.66,169.66,193,194.07,194.17,194.19,0.49,
[2026-05-06 16:17:22.463] ,409,28.4,27.96,100538.91,283656.5,24.81,26.65,27,27.18,173.03,196.83,197.91,198.01,198.04,0.5,
[2026-05-06 16:17:27.480] ,407,28.41,27.93,100539.41,283420.97,24.94,26.8,27.15,27.33,173.94,197.87,198.96,199.06,199.09,0.49,
[2026-05-06 16:17:32.490] ,407,28.4,27.94,100539.54,284365.47,25.29,27.18,27.54,27.72,176.39,200.67,201.78,201.88,201.91,0.5,
[2026-05-06 16:17:37.506] ,406,28.39,27.95,100537.85,282951.09,25.54,27.44,27.81,28,178.1,202.61,203.73,203.84,203.86,0.5,
[2026-05-06 16:17:42.521] ,405,28.38,27.97,100538.48,284840.06,25.83,27.77,28.15,28.35,180.08,204.89,206.03,206.14,206.17,0.49,
[2026-05-06 16:17:47.533] ,404,28.38,27.98,100539.07,285316.25,25.57,27.52,27.92,28.13,178.24,202.84,204,204.11,204.14,0.49,
[2026-05-06 16:17:52.545] ,404,28.38,27.97,100538.09,283656.5,25.49,27.45,27.85,28.06,177.65,202.19,203.35,203.46,203.49,0.49,
[2026-05-06 16:17:57.565] ,401,28.38,27.98,100539.36,283420.97,25.53,27.47,27.86,28.06,178.02,202.56,203.71,203.82,203.84,0.48,
[2026-05-06 16:18:02.575] ,401,28.38,27.97,100539.34,284365.47,25.4,27.29,27.64,27.83,177.2,201.56,202.67,202.77,202.8,0.47,
[2026-05-06 16:18:07.588] ,403,28.39,27.94,100538.55,284840.06,24.91,26.72,27.04,27.21,173.82,197.67,198.72,198.82,198.84,0.47,
[2026-05-06 16:18:12.605] ,403,28.39,27.96,100539.41,284128.75,24.7,26.46,26.75,26.9,172.44,196.04,197.05,197.14,197.17,0.47,
[2026-05-06 16:18:17.620] ,404,28.36,27.95,100538.73,285316.25,24.24,25.95,26.21,26.35,169.29,192.42,193.4,193.48,193.51,0.48,
[2026-05-06 16:18:22.629] ,402,28.35,27.95,100538.06,286754.41,24.14,25.83,26.08,26.22,168.62,191.64,192.6,192.68,192.7,0.48,
[2026-05-06 16:18:27.645] ,403,28.36,27.98,100537.99,285316.25,24.39,26.09,26.34,26.47,170.41,193.66,194.62,194.7,194.72,0.48,
[2026-05-06 16:18:32.658] ,403,28.35,27.96,100538.41,286513.72,23.95,25.6,25.83,25.95,167.35,190.15,191.08,191.16,191.18,0.48,
[2026-05-06 16:18:37.676] ,406,28.35,27.94,100537.3,285794.03,23.32,24.93,25.16,25.28,162.91,185.12,186.03,186.11,186.13,0.48,
[2026-05-06 16:18:42.695] ,405,28.35,27.94,100536.8,285316.25,22.73,24.3,24.52,24.63,158.83,180.48,181.36,181.44,181.46,0.48,
[2026-05-06 16:18:47.706] ,405,28.35,27.95,100538.23,285794.03,22.44,24,24.23,24.35,156.75,178.14,179.02,179.1,179.12,0.48,
[2026-05-06 16:18:52.718] ,405,28.35,27.98,100536.23,285794.03,22.72,24.31,24.54,24.66,158.7,180.36,181.26,181.34,181.36,0.48,
[2026-05-06 16:18:57.735] ,403,28.35,27.98,100536.21,284602.56,23.1,24.71,24.95,25.08,161.37,183.4,184.31,184.39,184.41,0.48,
[2026-05-06 16:19:02.751] ,402,28.35,28,100536.52,285077.94,23.45,25.1,25.35,25.48,163.78,186.15,187.09,187.17,187.19,0.48,
[2026-05-06 16:19:07.766] ,402,28.34,27.99,100536.35,285316.25,23.3,24.96,25.22,25.35,162.72,184.97,185.92,186,186.02,0.48,
[2026-05-06 16:19:12.783] ,400,28.34,28.02,100537.87,284602.56,22.84,24.48,24.76,24.9,159.46,181.3,182.24,182.33,182.35,0.48,
[2026-05-06 16:19:17.800] ,402,28.34,28.01,100536.35,285554.94,23.18,24.85,25.13,25.28,161.83,184,184.96,185.04,185.07,0.46,
[2026-05-06 16:19:22.815] ,403,28.35,28,100536.83,285077.94,22.97,24.63,24.9,25.04,160.38,182.35,183.3,183.38,183.41,0.46,
[2026-05-06 16:19:27.825] ,403,28.34,28,100537.33,285554.94,22.84,24.5,24.78,24.93,159.41,181.26,182.22,182.31,182.33,0.48,
[2026-05-06 16:19:32.846] ,403,28.31,27.99,100536.19,286995.53,23.24,24.96,25.28,25.45,162.15,184.44,185.44,185.53,185.56,0.48,
[2026-05-06 16:19:37.855] ,403,28.31,27.99,100537.59,285077.94,22.86,24.56,24.89,25.06,159.41,181.35,182.35,182.44,182.47,0.47,
[2026-05-06 16:19:42.875] ,402,28.31,28,100538.05,286513.72,22.33,24.01,24.34,24.51,155.72,177.17,178.16,178.25,178.28,0.49,
[2026-05-06 16:19:47.882] ,402,28.31,28.01,100536.77,285794.03,22.17,23.85,24.19,24.37,154.57,175.89,176.88,176.98,177,0.49,
[2026-05-06 16:19:52.896] ,402,28.32,28.01,100537.09,285316.25,22.07,23.75,24.1,24.28,153.81,175.04,176.04,176.14,176.16,0.49,
[2026-05-06 16:19:57.911] ,402,28.33,28.01,100538.08,286273.41,22.22,23.93,24.28,24.47,154.87,176.26,177.28,177.37,177.4,0.49,
[2026-05-06 16:20:02.925] ,401,28.34,28.01,100537.58,287478.94,22.57,24.31,24.68,24.88,157.23,178.97,180.02,180.12,180.15,0.5,
[2026-05-06 16:20:07.940] ,399,28.32,27.99,100537.62,285794.03,22.75,24.5,24.87,25.06,158.56,180.47,181.51,181.61,181.64,0.49,
[2026-05-06 16:20:12.955] ,401,28.32,27.99,100537.25,287721.28,22.8,24.56,24.92,25.11,158.93,180.89,181.93,182.03,182.06,0.5,
[2026-05-06 16:20:17.972] ,399,28.33,28.02,100536.72,284602.56,22.95,24.73,25.11,25.31,159.9,182.01,183.08,183.18,183.21,0.5,
[2026-05-06 16:20:22.985] ,400,28.33,28.03,100537.19,287478.94,23.25,25.07,25.46,25.67,162,184.42,185.51,185.62,185.65,0.5,
[2026-05-06 16:20:27.995] ,399,28.35,28.01,100536.87,285554.94,23.41,25.22,25.6,25.8,163.12,185.67,186.75,186.85,186.88,0.48,
[2026-05-06 16:20:33.006] ,399,28.35,27.95,100536.02,286273.41,22.6,24.31,24.66,24.84,157.53,179.25,180.27,180.37,180.39,0.49,
[2026-05-06 16:20:38.020] ,400,28.35,27.93,100538.23,284840.06,21.72,23.35,23.67,23.83,151.5,172.36,173.32,173.41,173.43,0.48,
[2026-05-06 16:20:43.039] ,401,28.35,27.93,100537.78,284365.47,21,22.56,22.85,23,146.47,166.61,167.53,167.61,167.63,0.48,
[2026-05-06 16:20:48.057] ,402,28.35,27.95,100539.12,284365.47,21.24,22.81,23.1,23.25,148.18,168.54,169.46,169.55,169.57,0.48,
[2026-05-06 16:20:53.072] ,402,28.34,27.96,100537.6,284365.47,21.37,22.95,23.24,23.39,149.07,169.56,170.48,170.56,170.59,0.49,
[2026-05-06 16:20:58.079] ,400,28.34,28.04,100538.06,285316.25,20.9,22.46,22.75,22.9,145.77,165.82,166.74,166.82,166.84,0.5,
[2026-05-06 16:21:03.092] ,401,28.34,28,100538.23,286033.53,20.53,22.11,22.43,22.6,143.11,162.87,163.8,163.89,163.91,0.52,
[2026-05-06 16:21:08.113] ,398,28.34,27.97,100539.38,286033.53,20.62,22.27,22.66,22.86,143.58,163.51,164.52,164.62,164.64,0.53,
[2026-05-06 16:21:13.121] ,400,28.34,27.96,100538.14,285316.25,21.12,22.87,23.31,23.54,146.87,167.37,168.46,168.57,168.59,0.52,
[2026-05-06 16:21:18.133] ,400,28.34,27.93,100537.3,286995.53,21.06,22.84,23.3,23.55,146.38,166.86,167.97,168.09,168.11,0.51,
[2026-05-06 16:21:23.149] ,400,28.34,27.92,100537.55,286513.72,20.66,22.4,22.86,23.1,143.6,163.7,164.78,164.9,164.92,0.51,
[2026-05-06 16:21:28.166] ,402,28.34,27.92,100537.8,286033.53,20.21,21.91,22.36,22.59,140.47,160.12,161.18,161.29,161.32,0.5,
[2026-05-06 16:21:33.184] ,399,28.35,27.92,100537.94,284840.06,20.1,21.77,22.2,22.42,139.75,159.27,160.31,160.41,160.44,0.49,
[2026-05-06 16:21:38.194] ,400,28.36,27.91,100538.19,285794.03,20.17,21.83,22.24,22.46,140.34,159.91,160.93,161.03,161.06,0.49,
[2026-05-06 16:21:43.215] ,399,28.35,27.9,100537.23,286033.53,20.13,21.75,22.13,22.33,140.1,159.58,160.57,160.67,160.69,0.47,
[2026-05-06 16:21:48.222] ,400,28.35,27.88,100537.84,285794.03,19.66,21.2,21.55,21.73,136.9,155.87,156.8,156.89,156.91,0.47,
[2026-05-06 16:21:53.237] ,401,28.33,27.89,100538.4,286033.53,19.05,20.51,20.81,20.97,132.81,151.14,152.01,152.09,152.11,0.47,
[2026-05-06 16:21:58.256] ,400,28.34,27.91,100538.63,286754.41,18.51,19.9,20.16,20.3,129.11,146.88,147.69,147.77,147.79,0.47,
[2026-05-06 16:22:03.275] ,398,28.35,27.9,100537.84,285316.25,18.37,19.73,19.99,20.12,128.1,145.72,146.52,146.6,146.62,0.47,
[2026-05-06 16:22:08.290] ,395,28.35,27.87,100538.32,286754.41,18.74,20.13,20.39,20.52,130.73,148.7,149.51,149.59,149.61,0.47,
[2026-05-06 16:22:13.300] ,399,28.35,27.89,100538.13,285077.94,19.35,20.8,21.07,21.22,134.98,153.56,154.4,154.48,154.5,0.48,
[2026-05-06 16:22:18.316] ,400,28.35,27.93,100537.06,286033.53,19.6,21.07,21.36,21.51,136.65,155.47,156.35,156.43,156.45,0.47,
[2026-05-06 16:22:23.327] ,401,28.36,27.93,100537.37,285077.94,19.79,21.27,21.56,21.71,137.98,156.98,157.85,157.93,157.96,0.46,
[2026-05-06 16:22:28.340] ,402,28.36,27.86,100535.66,285554.94,19.5,20.96,21.23,21.38,136.04,154.75,155.61,155.69,155.71,0.46,
[2026-05-06 16:22:33.359] ,401,28.37,27.8,100535.98,287964,18.62,20.01,20.28,20.41,129.89,147.76,148.57,148.65,148.67,0.47,
[2026-05-06 16:22:38.377] ,402,28.36,27.77,100535.96,284840.06,18.2,19.56,19.82,19.96,126.9,144.37,145.17,145.25,145.27,0.47,
[2026-05-06 16:22:43.385] ,402,28.36,27.74,100538.27,284128.75,18.12,19.47,19.73,19.86,126.36,143.75,144.55,144.62,144.64,0.46,
[2026-05-06 16:22:48.403] ,401,28.35,27.75,100538.23,286273.41,18.49,19.86,20.13,20.26,128.93,146.67,147.48,147.55,147.57,0.47,
[2026-05-06 16:22:53.415] ,401,28.36,27.81,100537.38,284840.06,19.32,20.76,21.03,21.17,134.78,153.32,154.16,154.24,154.26,0.46,
[2026-05-06 16:22:58.435] ,401,28.36,27.86,100537.75,285554.94,19.39,20.83,21.1,21.24,135.27,153.86,154.71,154.79,154.81,0.46,
[2026-05-06 16:23:03.442] ,401,28.35,27.91,100537.53,285554.94,19.81,21.27,21.54,21.68,138.21,157.2,158.06,158.13,158.15,0.46,
[2026-05-06 16:23:08.465] ,402,28.35,27.93,100538.67,285077.94,20.29,21.8,22.09,22.24,141.53,161,161.89,161.97,162,0.47,
[2026-05-06 16:23:13.472] ,401,28.35,27.86,100538.23,286995.53,20.31,21.85,22.16,22.33,141.61,161.14,162.05,162.14,162.16,0.48,
[2026-05-06 16:23:18.488] ,403,28.36,27.86,100537.19,285316.25,20,21.53,21.84,22.01,139.39,158.63,159.54,159.63,159.65,0.48,
[2026-05-06 16:23:23.503] ,401,28.36,27.85,100538.7,285077.94,19.48,20.98,21.29,21.45,135.8,154.55,155.44,155.53,155.55,0.48,
[2026-05-06 16:23:28.523] ,399,28.37,27.86,100537.19,285554.94,19.11,20.59,20.91,21.07,133.15,151.56,152.45,152.54,152.56,0.48,
[2026-05-06 16:23:33.529] ,399,28.36,27.84,100538.88,285077.94,18.86,20.34,20.68,20.85,131.32,149.53,150.43,150.51,150.53,0.49,
[2026-05-06 16:23:38.545] ,399,28.37,27.84,100538.29,287237.03,18.46,19.92,20.26,20.43,128.53,146.36,147.25,147.34,147.36,0.48,
[2026-05-06 16:23:43.562] ,401,28.38,27.86,100537.06,285077.94,18.49,19.97,20.32,20.5,128.68,146.57,147.47,147.56,147.58,0.49,
[2026-05-06 16:23:48.577] ,402,28.38,27.87,100536.77,285554.94,18.07,19.55,19.91,20.09,125.74,143.25,144.16,144.25,144.27,0.49,
[2026-05-06 16:23:53.594] ,402,28.38,27.87,100537.12,286033.53,18.15,19.65,20.02,20.22,126.2,143.82,144.74,144.84,144.86,0.5,
[2026-05-06 16:23:58.603] ,403,28.38,27.86,100536.26,285794.03,18.89,20.5,20.93,21.15,131.3,149.69,150.7,150.8,150.83,0.51,
[2026-05-06 16:24:03.615] ,403,28.39,27.86,100537.02,286033.53,19.22,20.9,21.37,21.61,133.5,152.27,153.33,153.44,153.47,0.51,
[2026-05-06 16:24:08.632] ,403,28.38,27.83,100534.62,286033.53,19.4,21.15,21.67,21.94,134.56,153.58,154.7,154.82,154.85,0.52,
[2026-05-06 16:24:13.650] ,405,28.37,27.83,100536.66,285554.94,19.58,21.4,21.98,22.28,135.71,154.99,156.17,156.3,156.33,0.51,
[2026-05-06 16:24:18.658] ,403,28.35,27.86,100537.72,286513.72,19.46,21.31,21.91,22.23,134.76,153.97,155.18,155.31,155.34,0.51,
[2026-05-06 16:24:23.675] ,406,28.36,27.87,100538.44,286033.53,19.12,20.98,21.61,21.93,132.35,151.28,152.51,152.64,152.67,0.52,
[2026-05-06 16:24:28.688] ,405,28.35,27.86,100536.17,286033.53,19.3,21.18,21.82,22.15,133.53,152.65,153.89,154.03,154.06,0.52,
[2026-05-06 16:24:33.704] ,405,28.35,27.86,100535.44,285794.03,19.38,21.23,21.84,22.16,134.2,153.34,154.56,154.7,154.72,0.51,
[2026-05-06 16:24:38.723] ,404,28.35,27.84,100536.98,286273.41,19.23,21.02,21.59,21.89,133.25,152.18,153.35,153.48,153.51,0.49,
[2026-05-06 16:24:43.736] ,403,28.36,27.84,100535.9,287721.28,19.18,20.92,21.45,21.73,133.05,151.88,153,153.12,153.14,0.49,
[2026-05-06 16:24:48.744] ,405,28.37,27.86,100536.97,286754.41,19.4,21.14,21.66,21.92,134.62,153.63,154.74,154.86,154.89,0.49,
[2026-05-06 16:24:53.762] ,404,28.39,27.87,100535.99,286273.41,19.34,21.06,21.57,21.83,134.23,153.17,154.27,154.39,154.41,0.5,
